road_id,vehicle_count,avg_speed,congestion_level,time_seconds
1,0.0,0.805313788133142,0.0,0.0
10,0.0,0.805313788133142,0.0,0.0
11,0.0,0.805313788133142,0.0,0.0
12,0.0,0.805313788133142,0.0,0.0
13,0.0,0.805313788133142,0.0,0.0
14,0.0,0.805313788133142,0.0,0.0
15,0.0,0.805313788133142,0.0,0.0
16,0.0,0.805313788133142,0.0,0.0
17,0.0,0.805313788133142,0.0,0.0
18,0.0,0.805313788133142,0.0,0.0
19,0.0,0.805313788133142,0.0,0.0
2,0.125,0.0,0.1320754716981132,0.0
20,0.0,0.805313788133142,0.0,0.0
21,0.0,0.805313788133142,0.0,0.0
22,0.125,0.0,0.1320754716981132,0.0
23,0.0,0.805313788133142,0.0,0.0
24,0.125,0.0,0.1320754716981132,0.0
25,0.0,0.805313788133142,0.0,0.0
26,0.0,0.805313788133142,0.0,0.0
27,0.125,0.0,0.1320754716981132,0.0
28,0.0,0.805313788133142,0.0,0.0
29,0.0,0.805313788133142,0.0,0.0
3,0.125,0.0,0.1320754716981132,0.0
30,0.125,0.0,0.1320754716981132,0.0
31,0.0,0.805313788133142,0.0,0.0
32,0.0,0.805313788133142,0.0,0.0
4,0.0,0.805313788133142,0.0,0.0
5,0.0,0.805313788133142,0.0,0.0
6,0.0,0.805313788133142,0.0,0.0
7,0.125,0.0,0.1320754716981132,0.0
8,0.0,0.805313788133142,0.0,0.0
9,0.125,0.0,0.1320754716981132,0.0
1,0.0,0.805313788133142,0.0,0.0033444816053511705
10,0.0,0.805313788133142,0.0,0.0033444816053511705
11,0.0,0.805313788133142,0.0,0.0033444816053511705
12,0.0,0.805313788133142,0.0,0.0033444816053511705
13,0.0,0.805313788133142,0.0,0.0033444816053511705
14,0.0,0.805313788133142,0.0,0.0033444816053511705
15,0.0,0.805313788133142,0.0,0.0033444816053511705
16,0.0,0.805313788133142,0.0,0.0033444816053511705
17,0.0,0.805313788133142,0.0,0.0033444816053511705
18,0.0,0.805313788133142,0.0,0.0033444816053511705
19,0.0,0.805313788133142,0.0,0.0033444816053511705
2,0.125,0.13567045631824978,0.1320754716981132,0.0033444816053511705
20,0.0,0.805313788133142,0.0,0.0033444816053511705
21,0.0,0.805313788133142,0.0,0.0033444816053511705
22,0.125,0.11712847223331466,0.1320754716981132,0.0033444816053511705
23,0.0,0.805313788133142,0.0,0.0033444816053511705
24,0.125,0.12290190827647512,0.1320754716981132,0.0033444816053511705
25,0.0,0.805313788133142,0.0,0.0033444816053511705
26,0.0,0.805313788133142,0.0,0.0033444816053511705
27,0.125,0.08115000697899129,0.1320754716981132,0.0033444816053511705
28,0.0,0.805313788133142,0.0,0.0033444816053511705
29,0.0,0.805313788133142,0.0,0.0033444816053511705
3,0.125,0.11682431086301781,0.1320754716981132,0.0033444816053511705
30,0.125,0.11359102880250127,0.1320754716981132,0.0033444816053511705
31,0.0,0.805313788133142,0.0,0.0033444816053511705
32,0.0,0.805313788133142,0.0,0.0033444816053511705
4,0.0,0.805313788133142,0.0,0.0033444816053511705
5,0.0,0.805313788133142,0.0,0.0033444816053511705
6,0.0,0.805313788133142,0.0,0.0033444816053511705
7,0.125,0.14534410137960352,0.1320754716981132,0.0033444816053511705
8,0.0,0.805313788133142,0.0,0.0033444816053511705
9,0.125,0.14624110236187188,0.1320754716981132,0.0033444816053511705
1,0.0,0.805313788133142,0.0,0.006688963210702341
10,0.0,0.805313788133142,0.0,0.006688963210702341
11,0.0,0.805313788133142,0.0,0.006688963210702341
12,0.0,0.805313788133142,0.0,0.006688963210702341
13,0.0,0.805313788133142,0.0,0.006688963210702341
14,0.0,0.805313788133142,0.0,0.006688963210702341
15,0.0,0.805313788133142,0.0,0.006688963210702341
16,0.0,0.805313788133142,0.0,0.006688963210702341
17,0.0,0.805313788133142,0.0,0.006688963210702341
18,0.0,0.805313788133142,0.0,0.006688963210702341
19,0.0,0.805313788133142,0.0,0.006688963210702341
2,0.125,0.21924498853225033,0.1320754716981132,0.006688963210702341
20,0.0,0.805313788133142,0.0,0.006688963210702341
21,0.0,0.805313788133142,0.0,0.006688963210702341
22,0.125,0.22339859898084788,0.1320754716981132,0.006688963210702341
23,0.0,0.805313788133142,0.0,0.006688963210702341
24,0.125,0.2638926702843024,0.1320754716981132,0.006688963210702341
25,0.0,0.805313788133142,0.0,0.006688963210702341
26,0.0,0.805313788133142,0.0,0.006688963210702341
27,0.125,0.1996965547230586,0.1320754716981132,0.006688963210702341
28,0.0,0.805313788133142,0.0,0.006688963210702341
29,0.0,0.805313788133142,0.0,0.006688963210702341
3,0.125,0.2225134665920076,0.1320754716981132,0.006688963210702341
30,0.125,0.25762467323584,0.1320754716981132,0.006688963210702341
31,0.0,0.805313788133142,0.0,0.006688963210702341
32,0.0,0.805313788133142,0.0,0.006688963210702341
4,0.0,0.805313788133142,0.0,0.006688963210702341
5,0.0,0.805313788133142,0.0,0.006688963210702341
6,0.0,0.805313788133142,0.0,0.006688963210702341
7,0.125,0.26812255223209913,0.1320754716981132,0.006688963210702341
8,0.0,0.805313788133142,0.0,0.006688963210702341
9,0.125,0.24065179822120206,0.1320754716981132,0.006688963210702341
1,0.0,0.805313788133142,0.0,0.010033444816053512
10,0.0,0.805313788133142,0.0,0.010033444816053512
11,0.0,0.805313788133142,0.0,0.010033444816053512
12,0.0,0.805313788133142,0.0,0.010033444816053512
13,0.0,0.805313788133142,0.0,0.010033444816053512
14,0.0,0.805313788133142,0.0,0.010033444816053512
15,0.0,0.805313788133142,0.0,0.010033444816053512
16,0.0,0.805313788133142,0.0,0.010033444816053512
17,0.0,0.805313788133142,0.0,0.010033444816053512
18,0.0,0.805313788133142,0.0,0.010033444816053512
19,0.0,0.805313788133142,0.0,0.010033444816053512
2,0.25,0.1806919874882095,0.2452830188679245,0.010033444816053512
20,0.0,0.805313788133142,0.0,0.010033444816053512
21,0.0,0.805313788133142,0.0,0.010033444816053512
22,0.25,0.17952155064148023,0.2452830188679245,0.010033444816053512
23,0.0,0.805313788133142,0.0,0.010033444816053512
24,0.25,0.18488416321857706,0.2452830188679245,0.010033444816053512
25,0.0,0.805313788133142,0.0,0.010033444816053512
26,0.0,0.805313788133142,0.0,0.010033444816053512
27,0.25,0.1474302611184152,0.2452830188679245,0.010033444816053512
28,0.0,0.805313788133142,0.0,0.010033444816053512
29,0.0,0.805313788133142,0.0,0.010033444816053512
3,0.25,0.1556814161210513,0.2452830188679245,0.010033444816053512
30,0.25,0.1688709082870708,0.2452830188679245,0.010033444816053512
31,0.0,0.805313788133142,0.0,0.010033444816053512
32,0.0,0.805313788133142,0.0,0.010033444816053512
4,0.0,0.805313788133142,0.0,0.010033444816053512
5,0.0,0.805313788133142,0.0,0.010033444816053512
6,0.0,0.805313788133142,0.0,0.010033444816053512
7,0.25,0.172864657422674,0.2452830188679245,0.010033444816053512
8,0.0,0.805313788133142,0.0,0.010033444816053512
9,0.25,0.16525331381807254,0.2452830188679245,0.010033444816053512
1,0.0,0.805313788133142,0.0,0.013377926421404682
10,0.0,0.805313788133142,0.0,0.013377926421404682
11,0.0,0.805313788133142,0.0,0.013377926421404682
12,0.0,0.805313788133142,0.0,0.013377926421404682
13,0.0,0.805313788133142,0.0,0.013377926421404682
14,0.0,0.805313788133142,0.0,0.013377926421404682
15,0.0,0.805313788133142,0.0,0.013377926421404682
16,0.0,0.805313788133142,0.0,0.013377926421404682
17,0.0,0.805313788133142,0.0,0.013377926421404682
18,0.0,0.805313788133142,0.0,0.013377926421404682
19,0.0,0.805313788133142,0.0,0.013377926421404682
2,0.25,0.3013701814478397,0.2452830188679245,0.013377926421404682
20,0.0,0.805313788133142,0.0,0.013377926421404682
21,0.0,0.805313788133142,0.0,0.013377926421404682
22,0.25,0.30136976256776526,0.2452830188679245,0.013377926421404682
23,0.0,0.805313788133142,0.0,0.013377926421404682
24,0.25,0.3176897791655306,0.2452830188679245,0.013377926421404682
25,0.0,0.805313788133142,0.0,0.013377926421404682
26,0.0,0.805313788133142,0.0,0.013377926421404682
27,0.25,0.27872671579769853,0.2452830188679245,0.013377926421404682
28,0.0,0.805313788133142,0.0,0.013377926421404682
29,0.0,0.805313788133142,0.0,0.013377926421404682
3,0.25,0.267854098266943,0.2452830188679245,0.013377926421404682
30,0.25,0.2797637510764475,0.2452830188679245,0.013377926421404682
31,0.0,0.805313788133142,0.0,0.013377926421404682
32,0.0,0.805313788133142,0.0,0.013377926421404682
4,0.0,0.805313788133142,0.0,0.013377926421404682
5,0.0,0.805313788133142,0.0,0.013377926421404682
6,0.0,0.805313788133142,0.0,0.013377926421404682
7,0.25,0.259677535970365,0.2452830188679245,0.013377926421404682
8,0.0,0.805313788133142,0.0,0.013377926421404682
9,0.25,0.28523327309027807,0.2452830188679245,0.013377926421404682
1,0.0,0.805313788133142,0.0,0.016722408026755852
10,0.0,0.805313788133142,0.0,0.016722408026755852
11,0.0,0.805313788133142,0.0,0.016722408026755852
12,0.0,0.805313788133142,0.0,0.016722408026755852
13,0.0,0.805313788133142,0.0,0.016722408026755852
14,0.0,0.805313788133142,0.0,0.016722408026755852
15,0.0,0.805313788133142,0.0,0.016722408026755852
16,0.0,0.805313788133142,0.0,0.016722408026755852
17,0.0,0.805313788133142,0.0,0.016722408026755852
18,0.0,0.805313788133142,0.0,0.016722408026755852
19,0.0,0.805313788133142,0.0,0.016722408026755852
2,0.25,0.40383797971660157,0.2452830188679245,0.016722408026755852
20,0.0,0.805313788133142,0.0,0.016722408026755852
21,0.0,0.805313788133142,0.0,0.016722408026755852
22,0.25,0.36001924710012717,0.2452830188679245,0.016722408026755852
23,0.0,0.805313788133142,0.0,0.016722408026755852
24,0.125,0.2433563207836671,0.1320754716981132,0.016722408026755852
25,0.0,0.805313788133142,0.0,0.016722408026755852
26,0.0,0.805313788133142,0.0,0.016722408026755852
27,0.25,0.36905465606417404,0.2452830188679245,0.016722408026755852
28,0.0,0.805313788133142,0.0,0.016722408026755852
29,0.0,0.805313788133142,0.0,0.016722408026755852
3,0.25,0.3266723763123109,0.2452830188679245,0.016722408026755852
30,0.25,0.2716258607874608,0.2452830188679245,0.016722408026755852
31,0.0,0.805313788133142,0.0,0.016722408026755852
32,0.0,0.805313788133142,0.0,0.016722408026755852
4,0.0,0.805313788133142,0.0,0.016722408026755852
5,0.0,0.805313788133142,0.0,0.016722408026755852
6,0.0,0.805313788133142,0.0,0.016722408026755852
7,0.25,0.33411542339888334,0.2452830188679245,0.016722408026755852
8,0.0,0.805313788133142,0.0,0.016722408026755852
9,0.25,0.3938276916047264,0.2452830188679245,0.016722408026755852
1,0.0,0.805313788133142,0.0,0.020066889632107024
10,0.0,0.805313788133142,0.0,0.020066889632107024
11,0.0,0.805313788133142,0.0,0.020066889632107024
12,0.0,0.805313788133142,0.0,0.020066889632107024
13,0.0,0.805313788133142,0.0,0.020066889632107024
14,0.0,0.805313788133142,0.0,0.020066889632107024
15,0.0,0.805313788133142,0.0,0.020066889632107024
16,0.0,0.805313788133142,0.0,0.020066889632107024
17,0.0,0.805313788133142,0.0,0.020066889632107024
18,0.0,0.805313788133142,0.0,0.020066889632107024
19,0.0,0.805313788133142,0.0,0.020066889632107024
2,0.25,0.15113156571549213,0.2452830188679245,0.020066889632107024
20,0.0,0.805313788133142,0.0,0.020066889632107024
21,0.0,0.805313788133142,0.0,0.020066889632107024
22,0.375,0.2008376362866864,0.3773584905660377,0.020066889632107024
23,0.0,0.805313788133142,0.0,0.020066889632107024
24,0.25,0.1933026535150596,0.2452830188679245,0.020066889632107024
25,0.0,0.805313788133142,0.0,0.020066889632107024
26,0.0,0.805313788133142,0.0,0.020066889632107024
27,0.375,0.3434770053979928,0.3773584905660377,0.020066889632107024
